nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,100,2
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,100,2
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,100,2
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,100,2
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,100,2
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,100,2
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,100,2
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,100,2
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,100,2
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,100,2
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,100,2
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,100,2
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,100,2
0.7472,0.9316,0.9676,0.9832,0.9868,0.9888,0.99,0.9904,0.9908,0.992,0.9924,0.9924,100,2
